time (h),temperature (°C),relative_humidity (%),voltage (V),current_density (mA/cm^2),power_density (mW/cm^2)
82.6667,23.09,40.9,0.9900,-1.142,-1.131
82.8333,23.44,41.5,0.9900,-1.143,-1.132
83.0000,23.02,41.9,0.9900,-1.139,-1.128
83.1667,23.36,42.8,0.9900,-1.140,-1.129
83.3333,23.36,40.5,0.9900,-1.138,-1.127
83.5000,23.12,42.0,0.9900,-1.142,-1.131
83.6667,23.06,40.0,0.9900,-1.142,-1.131
83.8333,22.92,43.8,0.9900,-1.140,-1.129
84.0000,23.61,42.4,0.9900,-1.146,-1.134
84.1667,22.94,43.2,0.9900,-1.141,-1.130
84.3333,22.82,44.0,0.9900,-1.138,-1.126
84.5000,22.80,43.9,0.9900,-1.144,-1.133
84.6667,22.84,43.8,0.9900,-1.142,-1.131
84.8333,22.77,44.2,0.9900,-1.142,-1.131
85.0000,22.39,45.2,0.9900,-1.144,-1.132
85.1667,22.93,44.7,0.9900,-1.141,-1.130
85.3333,22.50,44.2,0.9900,-1.140,-1.128
85.5000,22.55,46.5,0.9900,-1.145,-1.133
85.6667,22.12,45.6,0.9900,-1.141,-1.129
85.8333,22.38,44.3,0.9900,-1.144,-1.133
86.0000,22.40,44.9,0.9900,-1.141,-1.130
86.1667,22.23,47.5,0.9900,-1.142,-1.130
86.3333,22.53,46.0,0.9900,-1.145,-1.134
86.5000,22.52,47.6,0.9900,-1.142,-1.130
86.6667,22.00,45.6,0.9900,-1.144,-1.133
86.8333,22.47,46.2,0.9900,-1.141,-1.129
87.0000,21.92,47.0,0.9900,-1.141,-1.129
87.1667,22.30,46.4,0.9900,-1.145,-1.133
87.3333,21.93,47.0,0.9900,-1.139,-1.128
87.5000,22.03,47.1,0.9900,-1.143,-1.131
87.6667,22.18,47.6,0.9900,-1.140,-1.129
87.8333,22.05,48.5,0.9900,-1.143,-1.132
88.0000,22.21,48.2,0.9900,-1.145,-1.134
88.1667,21.85,46.2,0.9900,-1.143,-1.131
88.3333,21.93,48.0,0.9900,-1.142,-1.130
88.5000,22.32,48.3,0.9900,-1.140,-1.129
88.6667,22.10,48.4,0.9900,-1.142,-1.131
88.8333,22.20,48.5,0.9900,-1.142,-1.130
89.0000,22.04,47.1,0.9900,-1.142,-1.131
89.1667,22.10,47.8,0.9900,-1.144,-1.132
89.3333,22.02,49.0,0.9900,-1.143,-1.131
89.5000,22.06,47.5,0.9900,-1.141,-1.130
89.6667,22.47,48.6,0.9900,-1.145,-1.133
89.8333,22.30,48.0,0.9900,-1.139,-1.127
90.0000,21.76,48.5,0.9900,-1.144,-1.132
90.1667,22.10,47.5,0.9900,-1.145,-1.133
90.3333,21.88,48.9,0.9900,-1.143,-1.132
90.5000,21.99,48.5,0.9900,-1.141,-1.130
90.6667,22.02,47.9,0.9900,-1.141,-1.129
90.8333,21.79,47.2,0.9900,-1.141,-1.130
91.0000,22.26,47.0,0.9900,-1.143,-1.131
91.1667,22.01,47.4,0.9900,-1.141,-1.130
91.3333,22.35,49.3,0.9900,-1.142,-1.131
91.5000,21.53,48.1,0.9900,-1.142,-1.130
91.6667,22.39,46.6,0.9900,-1.142,-1.131
91.8333,22.07,46.4,0.9900,-1.143,-1.132
92.0000,22.36,46.3,0.9900,-1.140,-1.129
92.1667,22.43,46.0,0.9900,-1.144,-1.132
92.3333,22.27,46.0,0.9900,-1.142,-1.130
92.5000,22.20,45.5,0.9900,-1.142,-1.131
92.6667,22.36,46.0,0.9900,-1.145,-1.133
92.8333,22.04,46.1,0.9900,-1.145,-1.134
93.0000,22.77,45.4,0.9900,-1.140,-1.128
93.1667,22.41,46.6,0.9900,-1.144,-1.132
93.3333,22.64,45.6,0.9900,-1.141,-1.129
93.5000,22.12,44.3,0.9900,-1.143,-1.132
93.6667,22.52,45.0,0.9900,-1.141,-1.130
93.8333,22.51,45.5,0.9900,-1.142,-1.130
94.0000,22.25,44.3,0.9900,-1.142,-1.131
94.1667,22.32,44.6,0.9900,-1.142,-1.131
94.3333,22.46,43.8,0.9900,-1.140,-1.129
94.5000,22.38,44.1,0.9900,-1.142,-1.131
94.6667,22.80,43.5,0.9900,-1.140,-1.128
94.8333,22.83,43.3,0.9900,-1.141,-1.129
95.0000,22.75,43.9,0.9900,-1.140,-1.129
95.1667,22.47,43.8,0.9900,-1.144,-1.132
95.3333,22.78,43.9,0.9900,-1.145,-1.133
95.5000,23.05,42.4,0.9900,-1.139,-1.127
95.6667,23.10,42.5,0.9900,-1.143,-1.131
95.8333,23.28,41.0,0.9900,-1.142,-1.130
96.0000,23.13,42.8,0.9900,-1.140,-1.129
96.1667,23.28,41.7,0.9900,-1.142,-1.131
96.3333,23.34,42.1,0.9900,-1.144,-1.133
96.5000,23.06,41.5,0.9900,-1.141,-1.130
96.6667,23.38,40.4,0.9900,-1.142,-1.130
96.8333,23.53,41.0,0.9900,-1.144,-1.132
97.0000,23.45,40.8,0.9900,-1.140,-1.129
97.1667,23.34,40.0,0.9900,-1.142,-1.130
97.3333,23.57,39.7,0.9900,-1.141,-1.130
97.5000,23.32,40.1,0.9900,-1.142,-1.130
97.6667,23.48,39.3,0.9900,-1.141,-1.130
97.8333,23.25,39.3,0.9900,-1.144,-1.132
98.0000,23.49,37.8,0.9900,-1.141,-1.130
98.1667,23.07,37.9,0.9900,-1.144,-1.132
98.3333,23.81,38.6,0.9900,-1.141,-1.130
98.5000,23.33,39.0,0.9900,-1.141,-1.129
98.6667,23.69,39.0,0.9900,-1.141,-1.129
98.8333,23.89,37.8,0.9900,-1.146,-1.135
99.0000,23.54,37.9,0.9900,-1.142,-1.131
99.1667,23.70,36.7,0.9900,-1.144,-1.133
99.3333,23.86,38.4,0.9900,-1.140,-1.129
99.5000,23.75,37.7,0.9900,-1.147,-1.135
99.6667,23.77,36.8,0.9900,-1.142,-1.131
99.8333,23.83,36.7,0.9900,-1.143,-1.131
100.0000,23.75,36.1,0.9900,-1.143,-1.131
100.1667,23.60,37.7,0.9900,-1.139,-1.128
100.3333,24.41,37.0,0.9900,-1.140,-1.128
100.5000,23.72,36.7,0.9900,-1.142,-1.131
100.6667,24.04,36.8,0.9900,-1.143,-1.131
100.8333,24.03,35.2,0.9900,-1.143,-1.131
101.0000,23.65,36.5,0.9900,-1.145,-1.134
101.1667,24.18,35.2,0.9900,-1.141,-1.130
101.3333,23.80,34.9,0.9900,-1.139,-1.128
101.5000,24.18,34.8,0.9900,-1.144,-1.132
101.6667,24.14,36.4,0.9900,-1.142,-1.131
101.8333,24.12,36.1,0.9900,-1.138,-1.127
102.0000,24.24,36.8,0.9900,-1.143,-1.132
102.1667,24.14,36.5,0.9900,-1.139,-1.127
102.3333,23.93,35.9,0.9900,-1.146,-1.135
102.5000,24.11,34.3,0.9900,-1.139,-1.128
102.6667,23.69,34.0,0.9900,-1.141,-1.130
102.8333,23.78,35.4,0.9900,-1.143,-1.131
103.0000,24.02,34.6,0.9900,-1.144,-1.133
103.1667,23.97,35.0,0.9900,-1.142,-1.130
103.3333,24.04,34.9,0.9900,-1.141,-1.130
103.5000,23.87,36.4,0.9900,-1.142,-1.131
103.6667,23.93,36.6,0.9900,-1.144,-1.133
103.8333,23.57,35.7,0.9900,-1.146,-1.135
104.0000,23.56,36.7,0.9900,-1.144,-1.133
104.1667,23.84,37.3,0.9900,-1.145,-1.133
104.3333,23.87,36.7,0.9900,-1.141,-1.129
104.5000,23.81,35.9,0.9900,-1.139,-1.128
104.6667,23.61,35.9,0.9900,-1.140,-1.129
104.8333,23.79,35.6,0.9900,-1.142,-1.131
105.0000,23.22,37.6,0.9900,-1.144,-1.133
105.1667,23.59,38.3,0.9900,-1.140,-1.129
105.3333,23.12,39.0,0.9900,-1.144,-1.133
105.5000,23.58,36.6,0.9900,-1.141,-1.129
105.6667,23.68,37.3,0.9900,-1.142,-1.131
105.8333,23.68,36.2,0.9900,-1.144,-1.133
106.0000,23.31,36.7,0.9900,-1.144,-1.133
106.1667,22.99,36.9,0.9900,-1.144,-1.132
106.3333,23.43,38.9,0.9900,-1.142,-1.131
106.5000,23.24,39.6,0.9900,-1.144,-1.132
106.6667,23.32,38.9,0.9900,-1.144,-1.133
106.8333,23.62,37.5,0.9900,-1.144,-1.132
107.0000,23.15,38.6,0.9900,-1.143,-1.131
107.1667,23.17,38.9,0.9900,-1.143,-1.132
107.3333,23.45,37.1,0.9900,-1.141,-1.129
107.5000,22.97,39.3,0.9900,-1.142,-1.131
107.6667,23.03,38.9,0.9900,-1.142,-1.131
107.8333,22.94,39.0,0.9900,-1.141,-1.130
108.0000,22.57,38.1,0.9900,-1.141,-1.130
108.1667,22.77,39.9,0.9900,-1.140,-1.129
108.3333,22.79,40.9,0.9900,-1.146,-1.135
108.5000,22.50,40.0,0.9900,-1.145,-1.133
108.6667,22.54,39.4,0.9900,-1.143,-1.131
108.8333,22.94,40.7,0.9900,-1.141,-1.130
109.0000,22.99,39.6,0.9900,-1.142,-1.131
109.1667,22.83,38.5,0.9900,-1.140,-1.129
109.3333,23.01,40.0,0.9900,-1.142,-1.131
109.5000,22.52,42.2,0.9900,-1.145,-1.133
109.6667,22.37,39.9,0.9900,-1.144,-1.133
109.8333,22.29,39.9,0.9900,-1.144,-1.133
110.0000,22.79,42.4,0.9900,-1.138,-1.126
110.1667,22.35,40.2,0.9900,-1.145,-1.134
110.3333,22.76,42.1,0.9900,-1.143,-1.131
110.5000,22.35,41.2,0.9900,-1.139,-1.128
110.6667,22.38,42.5,0.9900,-1.143,-1.132
110.8333,22.49,42.6,0.9900,-1.143,-1.131
111.0000,22.25,42.4,0.9900,-1.147,-1.136
111.1667,22.08,42.9,0.9900,-1.139,-1.128
111.3333,22.29,43.2,0.9900,-1.146,-1.135
111.5000,21.99,41.1,0.9900,-1.141,-1.130
111.6667,22.45,42.3,0.9900,-1.144,-1.133
111.8333,22.16,42.8,0.9900,-1.145,-1.133
112.0000,21.63,42.0,0.9900,-1.145,-1.133
112.1667,22.39,43.4,0.9900,-1.146,-1.135
112.3333,22.03,42.3,0.9900,-1.143,-1.132
112.5000,21.80,41.8,0.9900,-1.140,-1.129
112.6667,22.17,41.6,0.9900,-1.143,-1.132
112.8333,22.08,42.2,0.9900,-1.145,-1.134
113.0000,22.17,42.8,0.9900,-1.140,-1.129
113.1667,22.19,42.4,0.9900,-1.138,-1.127
113.3333,22.03,42.2,0.9900,-1.145,-1.134
113.5000,22.06,43.2,0.9900,-1.141,-1.130
113.6667,22.16,41.4,0.9900,-1.143,-1.131
113.8333,22.17,44.4,0.9900,-1.142,-1.131
114.0000,22.23,42.8,0.9900,-1.146,-1.134
114.1667,21.92,42.7,0.9900,-1.141,-1.130
114.3333,22.15,44.4,0.9900,-1.140,-1.129
114.5000,22.21,43.6,0.9900,-1.142,-1.131
114.6667,22.04,40.6,0.9900,-1.145,-1.134
114.8333,21.84,42.5,0.9900,-1.143,-1.132
115.0000,22.45,42.0,0.9900,-1.145,-1.133
115.1667,21.98,42.6,0.9900,-1.145,-1.133
115.3333,21.96,42.5,0.9900,-1.146,-1.134
115.5000,22.22,42.3,0.9900,-1.143,-1.132
115.6667,22.03,41.2,0.9900,-1.146,-1.134
115.8333,21.98,41.0,0.9900,-1.142,-1.131
116.0000,22.26,42.7,0.9900,-1.141,-1.130
116.1667,21.93,41.4,0.9900,-1.142,-1.131
116.3333,22.27,41.3,0.9900,-1.143,-1.132
116.5000,22.15,40.8,0.9900,-1.141,-1.130
116.6667,22.55,40.2,0.9900,-1.144,-1.133
116.8333,22.09,39.8,0.9900,-1.138,-1.127
117.0000,22.55,41.0,0.9900,-1.143,-1.132
117.1667,22.62,40.6,0.9900,-1.139,-1.128
117.3333,22.34,40.7,0.9900,-1.143,-1.132
117.5000,22.41,40.5,0.9900,-1.141,-1.129
117.6667,22.34,40.9,0.9900,-1.142,-1.131
117.8333,22.23,39.6,0.9900,-1.144,-1.133
118.0000,22.86,38.5,0.9900,-1.143,-1.131
118.1667,22.61,40.0,0.9900,-1.143,-1.131
118.3333,22.38,38.4,0.9900,-1.149,-1.138
118.5000,22.55,39.5,0.9900,-1.145,-1.134
118.6667,23.02,38.3,0.9900,-1.143,-1.132
118.8333,22.83,37.1,0.9900,-1.141,-1.130
119.0000,23.32,37.7,0.9900,-1.143,-1.132
119.1667,22.58,37.1,0.9900,-1.144,-1.132
119.3333,22.79,37.2,0.9900,-1.148,-1.136
119.5000,22.95,36.2,0.9900,-1.141,-1.129
119.6667,22.63,36.5,0.9900,-1.146,-1.134
119.8333,23.14,37.1,0.9900,-1.145,-1.133
120.0000,22.98,37.5,0.9900,-1.142,-1.131
120.1667,22.97,37.4,0.9900,-1.145,-1.133
120.3333,23.00,36.1,0.9900,-1.144,-1.133
120.5000,22.88,36.3,0.9900,-1.143,-1.132
120.6667,23.11,35.9,0.9900,-1.144,-1.132
120.8333,23.31,37.1,0.9900,-1.143,-1.131
121.0000,23.55,34.9,0.9900,-1.140,-1.128
121.1667,23.37,36.6,0.9900,-1.143,-1.132
121.3333,23.20,34.3,0.9900,-1.147,-1.135
121.5000,23.27,33.7,0.9900,-1.145,-1.133
121.6667,23.92,33.4,0.9900,-1.142,-1.130
121.8333,23.44,35.1,0.9900,-1.147,-1.135
122.0000,23.47,34.0,0.9900,-1.144,-1.133
122.1667,23.35,32.5,0.9900,-1.143,-1.131
122.3333,23.65,32.5,0.9900,-1.139,-1.128
122.5000,23.51,33.3,0.9900,-1.146,-1.134
122.6667,23.76,33.0,0.9900,-1.143,-1.132
122.8333,23.46,33.6,0.9900,-1.145,-1.133
123.0000,23.39,34.6,0.9900,-1.142,-1.131
123.1667,24.35,34.0,0.9900,-1.142,-1.131
123.3333,23.95,31.9,0.9900,-1.144,-1.132
123.5000,24.16,33.3,0.9900,-1.144,-1.132
123.6667,23.96,32.8,0.9900,-1.144,-1.132
123.8333,23.95,32.0,0.9900,-1.145,-1.133
124.0000,23.86,32.4,0.9900,-1.141,-1.130
124.1667,23.91,31.6,0.9900,-1.147,-1.136
124.3333,23.90,32.1,0.9900,-1.143,-1.131
124.5000,23.86,31.6,0.9900,-1.142,-1.131
124.6667,24.05,33.8,0.9900,-1.143,-1.131
124.8333,23.99,31.0,0.9900,-1.139,-1.127
125.0000,23.67,32.2,0.9900,-1.144,-1.132
125.1667,23.85,31.0,0.9900,-1.143,-1.132
125.3333,24.03,32.1,0.9900,-1.143,-1.131
125.5000,23.95,34.1,0.9900,-1.144,-1.133
125.6667,23.88,32.5,0.9900,-1.146,-1.134
125.8333,24.00,30.7,0.9900,-1.143,-1.131
126.0000,23.97,31.9,0.9900,-1.142,-1.130
126.1667,23.58,33.3,0.9900,-1.142,-1.131
126.3333,24.07,32.6,0.9900,-1.142,-1.131
126.5000,24.05,32.9,0.9900,-1.137,-1.126
126.6667,24.22,32.4,0.9900,-1.144,-1.133
126.8333,23.95,31.8,0.9900,-1.143,-1.131
127.0000,24.01,32.1,0.9900,-1.139,-1.127
127.1667,24.07,32.7,0.9900,-1.142,-1.130
127.3333,23.74,31.8,0.9900,-1.146,-1.134
127.5000,23.96,31.4,0.9900,-1.147,-1.136
127.6667,23.95,33.0,0.9900,-1.143,-1.132
127.8333,23.85,33.2,0.9900,-1.143,-1.132
128.0000,23.54,33.6,0.9900,-1.140,-1.129
128.1667,23.63,34.0,0.9900,-1.140,-1.129
128.3333,23.81,33.4,0.9900,-1.141,-1.130
128.5000,23.65,33.7,0.9900,-1.145,-1.133
128.6667,23.45,31.9,0.9900,-1.143,-1.131
128.8333,23.41,35.5,0.9900,-1.143,-1.132
129.0000,23.52,35.2,0.9900,-1.141,-1.129
129.1667,23.77,33.6,0.9900,-1.142,-1.131
129.3333,23.58,35.6,0.9900,-1.145,-1.133
129.5000,23.93,34.9,0.9900,-1.140,-1.129
129.6667,23.57,35.2,0.9900,-1.147,-1.135
129.8333,23.18,35.4,0.9900,-1.140,-1.129
130.0000,23.75,34.2,0.9900,-1.141,-1.130
130.1667,23.38,37.0,0.9900,-1.143,-1.132
130.3333,23.79,35.8,0.9900,-1.145,-1.133
130.5000,23.54,36.1,0.9900,-1.143,-1.131
130.6667,23.60,35.6,0.9900,-1.139,-1.128
130.8333,23.15,36.9,0.9900,-1.142,-1.131
131.0000,23.39,36.7,0.9900,-1.143,-1.132
131.1667,23.08,35.9,0.9900,-1.144,-1.133
131.3333,23.14,38.9,0.9900,-1.142,-1.131
131.5000,22.94,37.0,0.9900,-1.140,-1.129
131.6667,23.30,37.6,0.9900,-1.147,-1.135
131.8333,22.99,38.4,0.9900,-1.144,-1.133
132.0000,22.80,38.7,0.9900,-1.139,-1.127
132.1667,22.70,40.2,0.9900,-1.142,-1.131
132.3333,23.06,38.4,0.9900,-1.142,-1.130
132.5000,22.69,39.6,0.9900,-1.143,-1.132
132.6667,22.78,39.4,0.9900,-1.144,-1.132
132.8333,22.64,40.8,0.9900,-1.142,-1.131
133.0000,22.77,39.5,0.9900,-1.145,-1.133
133.1667,22.32,40.0,0.9900,-1.143,-1.132
133.3333,22.35,40.8,0.9900,-1.140,-1.129
133.5000,22.65,40.5,0.9900,-1.144,-1.132
133.6667,22.34,41.7,0.9900,-1.141,-1.130
133.8333,22.14,39.2,0.9900,-1.146,-1.134
134.0000,22.09,42.5,0.9900,-1.138,-1.127
134.1667,22.44,40.0,0.9900,-1.143,-1.132
134.3333,22.23,42.7,0.9900,-1.144,-1.133
134.5000,22.21,41.6,0.9900,-1.147,-1.135
134.6667,22.43,42.9,0.9900,-1.144,-1.133
134.8333,22.45,40.2,0.9900,-1.145,-1.134
135.0000,22.52,41.8,0.9900,-1.140,-1.128
135.1667,22.34,41.5,0.9900,-1.146,-1.135
135.3333,22.40,42.7,0.9900,-1.143,-1.131
135.5000,22.28,42.0,0.9900,-1.147,-1.136
135.6667,22.13,43.8,0.9900,-1.143,-1.132
135.8333,22.33,44.2,0.9900,-1.142,-1.130
136.0000,22.03,44.2,0.9900,-1.138,-1.127
136.1667,22.12,44.9,0.9900,-1.141,-1.130
136.3333,22.22,44.2,0.9900,-1.143,-1.131
136.5000,21.93,44.9,0.9900,-1.145,-1.134
136.6667,22.07,44.4,0.9900,-1.147,-1.136
136.8333,22.28,43.9,0.9900,-1.146,-1.135
137.0000,22.06,44.6,0.9900,-1.139,-1.127
137.1667,21.79,43.2,0.9900,-1.143,-1.131
137.3333,22.11,44.1,0.9900,-1.145,-1.133
137.5000,21.84,43.9,0.9900,-1.145,-1.133
137.6667,21.70,46.1,0.9900,-1.145,-1.133
137.8333,21.64,44.0,0.9900,-1.145,-1.134
138.0000,22.27,44.1,0.9900,-1.145,-1.134
138.1667,22.25,42.6,0.9900,-1.144,-1.132
138.3333,21.89,43.9,0.9900,-1.144,-1.132
138.5000,22.07,44.6,0.9900,-1.144,-1.133
138.6667,21.92,44.5,0.9900,-1.144,-1.132
138.8333,21.98,44.5,0.9900,-1.145,-1.134
139.0000,21.94,43.8,0.9900,-1.146,-1.134
139.1667,21.95,45.6,0.9900,-1.143,-1.132
139.3333,22.25,44.1,0.9900,-1.142,-1.130
139.5000,22.39,44.2,0.9900,-1.144,-1.132
139.6667,22.00,43.3,0.9900,-1.146,-1.135
139.8333,21.93,43.5,0.9900,-1.145,-1.133
140.0000,22.09,44.4,0.9900,-1.144,-1.133
140.1667,22.14,42.9,0.9900,-1.142,-1.130
140.3333,22.25,43.4,0.9900,-1.141,-1.130
140.5000,22.29,43.4,0.9900,-1.144,-1.133
140.6667,22.76,44.0,0.9900,-1.145,-1.133
140.8333,22.14,42.8,0.9900,-1.141,-1.130
141.0000,22.12,43.4,0.9900,-1.144,-1.133
141.1667,22.38,44.9,0.9900,-1.147,-1.135
141.3333,22.48,43.7,0.9900,-1.146,-1.134
141.5000,22.39,44.6,0.9900,-1.145,-1.134
141.6667,22.30,42.4,0.9900,-1.147,-1.136
141.8333,22.78,42.9,0.9900,-1.140,-1.129
142.0000,22.34,42.6,0.9900,-1.142,-1.131
142.1667,22.58,42.2,0.9900,-1.142,-1.131
142.3333,22.40,42.7,0.9900,-1.141,-1.130
142.5000,22.41,42.9,0.9900,-1.143,-1.132
142.6667,22.91,42.6,0.9900,-1.145,-1.133
142.8333,22.61,42.3,0.9900,-1.146,-1.134
143.0000,23.16,42.2,0.9900,-1.146,-1.135
143.1667,22.85,42.0,0.9900,-1.144,-1.132
143.3333,22.59,43.2,0.9900,-1.141,-1.130
143.5000,22.67,41.3,0.9900,-1.145,-1.134
143.6667,22.83,41.3,0.9900,-1.143,-1.132
143.8333,23.20,41.4,0.9900,-1.143,-1.132
144.0000,23.00,41.6,0.9900,-1.141,-1.130
144.1667,23.16,40.0,0.9900,-1.142,-1.130
144.3333,22.97,39.5,0.9900,-1.142,-1.130
144.5000,23.42,39.5,0.9900,-1.147,-1.135
144.6667,23.17,39.0,0.9900,-1.143,-1.132
144.8333,23.22,41.3,0.9900,-1.144,-1.132
145.0000,23.04,38.5,0.9900,-1.149,-1.137
145.1667,23.34,39.6,0.9900,-1.144,-1.132
145.3333,23.57,39.2,0.9900,-1.143,-1.132
145.5000,23.94,39.1,0.9900,-1.142,-1.130
145.6667,23.44,39.9,0.9900,-1.143,-1.131
145.8333,23.34,36.7,0.9900,-1.143,-1.131
146.0000,23.60,38.4,0.9900,-1.145,-1.134
146.1667,23.46,39.2,0.9900,-1.148,-1.136
146.3333,23.68,38.6,0.9900,-1.145,-1.134
146.5000,23.35,38.1,0.9900,-1.144,-1.133
146.6667,23.78,36.7,0.9900,-1.147,-1.135
146.8333,23.47,38.8,0.9900,-1.145,-1.134
147.0000,23.66,37.4,0.9900,-1.144,-1.133
147.1667,23.91,37.7,0.9900,-1.143,-1.132
147.3333,23.74,37.9,0.9900,-1.144,-1.133
147.5000,24.02,38.1,0.9900,-1.148,-1.137
147.6667,24.32,38.9,0.9900,-1.144,-1.132
147.8333,23.90,37.2,0.9900,-1.143,-1.132
148.0000,23.86,37.4,0.9900,-1.144,-1.133
148.1667,23.43,37.4,0.9900,-1.148,-1.137
148.3333,23.84,38.3,0.9900,-1.139,-1.128
148.5000,23.70,35.9,0.9900,-1.144,-1.132
148.6667,23.68,36.7,0.9900,-1.145,-1.134
148.8333,23.66,36.5,0.9900,-1.144,-1.132
149.0000,24.05,38.2,0.9900,-1.144,-1.133
149.1667,24.30,37.7,0.9900,-1.144,-1.132
149.3333,24.14,37.8,0.9900,-1.143,-1.131
149.5000,24.09,37.0,0.9900,-1.140,-1.128
149.6667,23.87,37.0,0.9900,-1.144,-1.133
149.8333,23.94,37.4,0.9900,-1.144,-1.132
150.0000,24.07,37.7,0.9900,-1.143,-1.131
150.1667,23.83,37.3,0.9900,-1.143,-1.132
150.3333,24.19,36.9,0.9900,-1.147,-1.136
150.5000,23.92,37.2,0.9900,-1.145,-1.134
150.6667,23.60,38.5,0.9900,-1.145,-1.133
150.8333,24.37,36.0,0.9900,-1.143,-1.132
151.0000,23.81,37.5,0.9900,-1.144,-1.133
151.1667,23.79,38.8,0.9900,-1.142,-1.131
151.3333,23.98,38.8,0.9900,-1.142,-1.131
151.5000,24.21,38.9,0.9900,-1.145,-1.134
151.6667,23.69,38.5,0.9900,-1.145,-1.134
151.8333,24.03,37.6,0.9900,-1.142,-1.131
152.0000,23.86,38.9,0.9900,-1.143,-1.132
152.1667,23.89,39.2,0.9900,-1.142,-1.131
152.3333,23.74,38.8,0.9900,-1.143,-1.131
152.5000,23.82,38.2,0.9900,-1.145,-1.133
152.6667,23.98,38.2,0.9900,-1.145,-1.133
152.8333,23.94,40.0,0.9900,-1.145,-1.133
153.0000,23.73,39.7,0.9900,-1.143,-1.131
153.1667,23.68,40.1,0.9900,-1.142,-1.131
153.3333,23.70,39.9,0.9900,-1.144,-1.133
153.5000,23.47,39.9,0.9900,-1.146,-1.135
153.6667,23.69,39.8,0.9900,-1.141,-1.130
153.8333,23.31,40.5,0.9900,-1.142,-1.131
154.0000,23.36,41.5,0.9900,-1.143,-1.131
154.1667,23.35,42.6,0.9900,-1.148,-1.137
154.3333,23.28,39.8,0.9900,-1.146,-1.134
154.5000,23.72,41.5,0.9900,-1.145,-1.133
154.6667,23.36,41.6,0.9900,-1.147,-1.135
154.8333,23.49,42.5,0.9900,-1.143,-1.132
155.0000,23.38,41.6,0.9900,-1.146,-1.135
155.1667,23.29,41.7,0.9900,-1.145,-1.134
155.3333,23.26,42.5,0.9900,-1.145,-1.133
155.5000,23.14,42.5,0.9900,-1.149,-1.138
155.6667,23.11,42.4,0.9900,-1.144,-1.133
155.8333,23.00,41.9,0.9900,-1.149,-1.137
156.0000,23.03,43.1,0.9900,-1.145,-1.133
156.1667,23.05,41.5,0.9900,-1.140,-1.128
156.3333,22.89,43.1,0.9900,-1.143,-1.132
156.5000,22.87,44.6,0.9900,-1.145,-1.134
156.6667,23.23,43.9,0.9900,-1.145,-1.133
156.8333,22.30,43.3,0.9900,-1.145,-1.134
157.0000,22.75,46.2,0.9900,-1.147,-1.136
157.1667,22.39,45.9,0.9900,-1.142,-1.130
157.3333,22.73,44.3,0.9900,-1.141,-1.129
157.5000,22.31,43.9,0.9900,-1.148,-1.136
157.6667,23.28,45.8,0.9900,-1.145,-1.134
157.8333,22.64,46.2,0.9900,-1.145,-1.134
158.0000,22.62,44.9,0.9900,-1.142,-1.131
158.1667,22.44,45.8,0.9900,-1.145,-1.133
158.3333,22.43,45.9,0.9900,-1.141,-1.130
158.5000,22.60,46.1,0.9900,-1.147,-1.136
158.6667,22.27,46.9,0.9900,-1.143,-1.132
158.8333,22.11,46.5,0.9900,-1.146,-1.134
159.0000,21.95,46.3,0.9900,-1.140,-1.129
159.1667,21.82,45.9,0.9900,-1.141,-1.130
159.3333,21.66,45.6,0.9900,-1.147,-1.135
159.5000,22.23,47.3,0.9900,-1.141,-1.129
159.6667,22.22,47.1,0.9900,-1.143,-1.132
159.8333,22.15,46.0,0.9900,-1.144,-1.133
160.0000,21.99,46.7,0.9900,-1.143,-1.132
160.1667,22.22,47.5,0.9900,-1.146,-1.134
160.3333,22.16,48.0,0.9900,-1.144,-1.132
160.5000,21.71,47.8,0.9900,-1.143,-1.131
160.6667,22.21,48.0,0.9900,-1.144,-1.132
160.8333,21.77,48.3,0.9900,-1.145,-1.133
161.0000,22.17,47.5,0.9900,-1.146,-1.135
161.1667,22.14,48.8,0.9900,-1.141,-1.129
161.3333,22.08,47.3,0.9900,-1.150,-1.138
161.5000,21.99,48.2,0.9900,-1.140,-1.129
161.6667,21.66,47.3,0.9900,-1.145,-1.133
161.8333,21.89,48.0,0.9900,-1.143,-1.132
162.0000,22.39,48.7,0.9900,-1.144,-1.132
162.1667,21.82,47.9,0.9900,-1.144,-1.132
162.3333,22.01,47.3,0.9900,-1.145,-1.133
162.5000,22.29,47.2,0.9900,-1.147,-1.136
162.6667,22.14,47.2,0.9900,-1.144,-1.132
162.8333,21.98,48.3,0.9900,-1.143,-1.131
163.0000,21.96,45.7,0.9900,-1.146,-1.135
163.1667,22.14,46.5,0.9900,-1.142,-1.131
163.3333,21.76,47.9,0.9900,-1.140,-1.129
163.5000,21.87,46.6,0.9900,-1.145,-1.134
163.6667,21.93,47.4,0.9900,-1.148,-1.136
163.8333,22.06,47.1,0.9900,-1.142,-1.130
164.0000,22.04,46.7,0.9900,-1.145,-1.134
164.1667,22.27,46.6,0.9900,-1.143,-1.132
164.3333,22.06,45.6,0.9900,-1.142,-1.130
164.5000,22.39,46.6,0.9900,-1.144,-1.132
164.6667,22.06,47.8,0.9900,-1.144,-1.133
164.8333,22.30,44.9,0.9900,-1.145,-1.133
165.0000,22.34,46.9,0.9900,-1.144,-1.132
165.1667,22.20,44.6,0.9900,-1.142,-1.130
165.3333,22.40,45.6,0.9900,-1.145,-1.134
165.5000,22.41,43.9,0.9900,-1.146,-1.134
