time (h),temperature (°C),relative_humidity (%),voltage (V),current_density (mA/cm^2),power_density (mW/cm^2)
82.6667,65.15,85.1,0.9900,-1.151,-1.140
82.8333,65.02,85.1,0.9900,-1.151,-1.139
83.0000,64.66,84.5,0.9900,-1.150,-1.139
83.1667,65.38,84.4,0.9900,-1.148,-1.136
83.3333,65.26,85.0,0.9900,-1.149,-1.137
83.5000,64.74,85.2,0.9900,-1.148,-1.137
83.6667,65.24,85.3,0.9900,-1.148,-1.136
83.8333,64.96,85.7,0.9900,-1.152,-1.140
84.0000,65.21,85.5,0.9900,-1.149,-1.137
84.1667,64.85,84.8,0.9900,-1.149,-1.137
84.3333,65.02,85.1,0.9900,-1.148,-1.136
84.5000,64.89,84.3,0.9900,-1.151,-1.140
84.6667,64.73,85.8,0.9900,-1.149,-1.137
84.8333,65.10,85.3,0.9900,-1.151,-1.139
85.0000,65.00,84.8,0.9900,-1.148,-1.136
85.1667,64.96,84.3,0.9900,-1.149,-1.138
85.3333,65.19,85.3,0.9900,-1.147,-1.135
85.5000,65.16,85.7,0.9900,-1.151,-1.140
85.6667,64.64,84.8,0.9900,-1.152,-1.141
85.8333,65.22,85.6,0.9900,-1.149,-1.137
86.0000,64.58,85.4,0.9900,-1.150,-1.139
86.1667,64.99,85.1,0.9900,-1.146,-1.135
86.3333,65.28,86.2,0.9900,-1.147,-1.135
86.5000,64.88,84.8,0.9900,-1.149,-1.138
86.6667,64.81,85.5,0.9900,-1.147,-1.136
86.8333,64.98,85.1,0.9900,-1.148,-1.136
87.0000,65.04,84.7,0.9900,-1.147,-1.136
87.1667,64.77,85.2,0.9900,-1.148,-1.136
87.3333,64.66,85.0,0.9900,-1.152,-1.140
87.5000,65.37,85.2,0.9900,-1.148,-1.137
87.6667,65.13,85.0,0.9900,-1.148,-1.136
87.8333,64.68,84.5,0.9900,-1.150,-1.138
88.0000,65.10,84.8,0.9900,-1.151,-1.139
88.1667,65.30,84.4,0.9900,-1.151,-1.140
88.3333,64.98,85.7,0.9900,-1.151,-1.140
88.5000,64.93,84.7,0.9900,-1.151,-1.139
88.6667,64.79,84.2,0.9900,-1.151,-1.139
88.8333,64.96,84.8,0.9900,-1.146,-1.135
89.0000,64.68,85.3,0.9900,-1.151,-1.139
89.1667,64.59,84.5,0.9900,-1.151,-1.140
89.3333,64.80,85.0,0.9900,-1.151,-1.140
89.5000,65.02,85.5,0.9900,-1.153,-1.141
89.6667,64.87,84.9,0.9900,-1.149,-1.138
89.8333,65.23,83.9,0.9900,-1.151,-1.140
90.0000,65.12,85.2,0.9900,-1.146,-1.135
90.1667,65.22,84.1,0.9900,-1.147,-1.136
90.3333,65.28,85.5,0.9900,-1.149,-1.137
90.5000,65.48,84.8,0.9900,-1.148,-1.137
90.6667,64.79,84.8,0.9900,-1.148,-1.136
90.8333,65.06,85.1,0.9900,-1.151,-1.139
91.0000,64.41,84.6,0.9900,-1.145,-1.134
91.1667,64.37,85.5,0.9900,-1.150,-1.139
91.3333,65.07,85.2,0.9900,-1.150,-1.139
91.5000,64.81,86.0,0.9900,-1.150,-1.138
91.6667,65.12,85.3,0.9900,-1.151,-1.140
91.8333,64.65,84.6,0.9900,-1.148,-1.136
92.0000,64.31,85.7,0.9900,-1.150,-1.138
92.1667,65.46,84.5,0.9900,-1.153,-1.142
92.3333,64.98,85.3,0.9900,-1.150,-1.139
92.5000,65.18,84.1,0.9900,-1.153,-1.141
92.6667,65.08,84.9,0.9900,-1.155,-1.143
92.8333,64.92,84.5,0.9900,-1.152,-1.141
93.0000,64.97,84.7,0.9900,-1.154,-1.142
93.1667,65.31,85.3,0.9900,-1.151,-1.140
93.3333,64.84,84.9,0.9900,-1.152,-1.140
93.5000,65.20,85.0,0.9900,-1.151,-1.139
93.6667,65.48,85.5,0.9900,-1.152,-1.140
93.8333,64.74,84.8,0.9900,-1.149,-1.138
94.0000,65.02,84.7,0.9900,-1.150,-1.138
94.1667,65.29,84.7,0.9900,-1.148,-1.136
94.3333,64.77,85.4,0.9900,-1.149,-1.138
94.5000,65.06,85.6,0.9900,-1.149,-1.137
94.6667,64.74,85.5,0.9900,-1.148,-1.137
94.8333,64.85,85.7,0.9900,-1.152,-1.140
95.0000,64.90,85.4,0.9900,-1.151,-1.139
95.1667,64.59,85.4,0.9900,-1.147,-1.136
95.3333,65.15,85.1,0.9900,-1.149,-1.138
95.5000,64.79,84.9,0.9900,-1.150,-1.138
95.6667,64.25,85.4,0.9900,-1.147,-1.136
95.8333,64.77,84.6,0.9900,-1.149,-1.138
96.0000,64.95,84.5,0.9900,-1.147,-1.136
96.1667,64.62,84.9,0.9900,-1.150,-1.139
96.3333,65.63,85.4,0.9900,-1.147,-1.135
96.5000,64.93,84.9,0.9900,-1.153,-1.142
96.6667,64.85,85.4,0.9900,-1.147,-1.136
96.8333,64.39,84.4,0.9900,-1.152,-1.140
97.0000,65.09,85.6,0.9900,-1.152,-1.141
97.1667,64.93,85.6,0.9900,-1.149,-1.137
97.3333,64.66,85.0,0.9900,-1.150,-1.139
97.5000,64.99,84.7,0.9900,-1.149,-1.137
97.6667,64.89,85.1,0.9900,-1.150,-1.139
97.8333,64.90,84.7,0.9900,-1.152,-1.141
98.0000,65.36,85.8,0.9900,-1.148,-1.136
98.1667,65.19,84.9,0.9900,-1.149,-1.138
98.3333,65.01,84.7,0.9900,-1.152,-1.141
98.5000,65.46,84.6,0.9900,-1.153,-1.142
98.6667,65.44,85.1,0.9900,-1.150,-1.139
98.8333,64.96,84.2,0.9900,-1.151,-1.140
99.0000,64.88,85.7,0.9900,-1.149,-1.138
99.1667,64.91,83.9,0.9900,-1.148,-1.136
99.3333,65.40,84.4,0.9900,-1.153,-1.141
99.5000,64.97,85.1,0.9900,-1.147,-1.136
99.6667,64.75,85.1,0.9900,-1.148,-1.136
99.8333,64.90,84.8,0.9900,-1.153,-1.141
100.0000,65.33,85.7,0.9900,-1.150,-1.139
100.1667,64.71,84.5,0.9900,-1.149,-1.138
100.3333,64.86,85.1,0.9900,-1.151,-1.140
100.5000,64.75,84.2,0.9900,-1.148,-1.137
100.6667,65.28,85.0,0.9900,-1.154,-1.142
100.8333,64.78,85.0,0.9900,-1.151,-1.140
101.0000,64.87,84.5,0.9900,-1.152,-1.141
101.1667,65.23,86.0,0.9900,-1.154,-1.142
101.3333,64.92,85.6,0.9900,-1.147,-1.136
101.5000,64.98,85.1,0.9900,-1.149,-1.138
101.6667,64.76,85.0,0.9900,-1.152,-1.140
101.8333,64.86,85.1,0.9900,-1.147,-1.135
102.0000,65.00,85.7,0.9900,-1.154,-1.142
102.1667,65.08,84.2,0.9900,-1.149,-1.138
102.3333,64.57,85.3,0.9900,-1.149,-1.138
102.5000,64.42,84.4,0.9900,-1.153,-1.142
102.6667,64.75,84.9,0.9900,-1.151,-1.139
102.8333,65.23,85.6,0.9900,-1.153,-1.142
103.0000,64.69,85.1,0.9900,-1.151,-1.140
103.1667,65.25,85.2,0.9900,-1.150,-1.138
103.3333,65.01,84.8,0.9900,-1.150,-1.139
103.5000,65.20,84.7,0.9900,-1.152,-1.141
103.6667,64.67,85.5,0.9900,-1.150,-1.138
103.8333,64.62,85.1,0.9900,-1.152,-1.140
104.0000,65.28,84.7,0.9900,-1.151,-1.140
104.1667,65.24,85.4,0.9900,-1.151,-1.140
104.3333,64.92,85.3,0.9900,-1.152,-1.140
104.5000,64.79,84.7,0.9900,-1.151,-1.139
104.6667,64.91,85.0,0.9900,-1.150,-1.138
104.8333,64.84,84.4,0.9900,-1.147,-1.136
105.0000,65.46,84.6,0.9900,-1.150,-1.139
105.1667,65.12,85.7,0.9900,-1.150,-1.139
105.3333,65.29,85.2,0.9900,-1.149,-1.137
105.5000,65.22,85.4,0.9900,-1.151,-1.139
105.6667,65.32,85.5,0.9900,-1.150,-1.138
105.8333,65.17,84.8,0.9900,-1.150,-1.139
106.0000,65.23,85.6,0.9900,-1.151,-1.139
106.1667,65.14,85.6,0.9900,-1.151,-1.140
106.3333,65.14,85.4,0.9900,-1.152,-1.140
106.5000,65.24,84.2,0.9900,-1.151,-1.139
106.6667,64.07,85.3,0.9900,-1.150,-1.139
106.8333,64.83,85.4,0.9900,-1.150,-1.138
107.0000,65.16,85.7,0.9900,-1.151,-1.139
107.1667,64.87,85.5,0.9900,-1.152,-1.141
107.3333,65.17,84.5,0.9900,-1.152,-1.141
107.5000,65.54,84.9,0.9900,-1.152,-1.140
107.6667,65.01,84.0,0.9900,-1.151,-1.140
107.8333,65.26,85.4,0.9900,-1.152,-1.140
108.0000,65.18,84.9,0.9900,-1.149,-1.138
108.1667,64.99,84.8,0.9900,-1.150,-1.138
108.3333,64.71,85.9,0.9900,-1.151,-1.140
108.5000,64.97,84.6,0.9900,-1.154,-1.143
108.6667,64.44,84.8,0.9900,-1.150,-1.139
108.8333,64.69,85.6,0.9900,-1.150,-1.139
109.0000,64.65,84.7,0.9900,-1.151,-1.140
109.1667,64.81,84.9,0.9900,-1.148,-1.137
109.3333,65.06,85.0,0.9900,-1.150,-1.138
109.5000,64.98,85.1,0.9900,-1.153,-1.142
109.6667,65.19,85.6,0.9900,-1.151,-1.139
109.8333,64.73,86.2,0.9900,-1.153,-1.141
110.0000,64.91,84.1,0.9900,-1.154,-1.142
110.1667,65.17,84.4,0.9900,-1.150,-1.138
110.3333,65.00,84.9,0.9900,-1.151,-1.140
110.5000,65.13,84.7,0.9900,-1.152,-1.140
110.6667,64.50,84.5,0.9900,-1.151,-1.139
110.8333,64.85,84.6,0.9900,-1.151,-1.140
111.0000,64.79,85.4,0.9900,-1.152,-1.141
111.1667,64.77,85.4,0.9900,-1.156,-1.144
111.3333,65.21,85.7,0.9900,-1.153,-1.142
111.5000,65.03,84.3,0.9900,-1.153,-1.142
111.6667,64.60,85.3,0.9900,-1.153,-1.141
111.8333,65.19,84.7,0.9900,-1.153,-1.141
112.0000,64.97,85.3,0.9900,-1.154,-1.143
112.1667,65.18,84.6,0.9900,-1.150,-1.139
112.3333,65.03,85.4,0.9900,-1.154,-1.143
112.5000,64.93,84.9,0.9900,-1.153,-1.141
112.6667,64.88,85.0,0.9900,-1.155,-1.143
112.8333,65.40,85.8,0.9900,-1.154,-1.142
113.0000,65.03,85.3,0.9900,-1.151,-1.140
113.1667,64.81,85.0,0.9900,-1.154,-1.142
113.3333,64.71,84.6,0.9900,-1.152,-1.140
113.5000,65.85,85.2,0.9900,-1.151,-1.140
113.6667,65.05,83.9,0.9900,-1.157,-1.145
113.8333,64.91,84.8,0.9900,-1.152,-1.141
114.0000,65.13,85.4,0.9900,-1.155,-1.144
114.1667,64.91,85.3,0.9900,-1.151,-1.140
114.3333,64.50,85.1,0.9900,-1.154,-1.142
114.5000,65.46,85.0,0.9900,-1.154,-1.142
114.6667,64.25,85.6,0.9900,-1.151,-1.140
114.8333,65.04,85.1,0.9900,-1.154,-1.142
115.0000,65.37,84.8,0.9900,-1.153,-1.141
115.1667,64.42,84.4,0.9900,-1.148,-1.136
115.3333,64.83,85.3,0.9900,-1.154,-1.142
115.5000,64.65,84.4,0.9900,-1.155,-1.143
115.6667,65.25,85.2,0.9900,-1.153,-1.142
115.8333,65.41,84.6,0.9900,-1.151,-1.139
116.0000,65.17,85.1,0.9900,-1.154,-1.143
116.1667,64.98,84.7,0.9900,-1.154,-1.142
116.3333,65.13,84.5,0.9900,-1.151,-1.139
116.5000,65.05,85.0,0.9900,-1.151,-1.140
116.6667,65.19,85.1,0.9900,-1.154,-1.142
116.8333,64.79,85.8,0.9900,-1.152,-1.140
117.0000,65.18,85.1,0.9900,-1.154,-1.142
117.1667,65.10,85.1,0.9900,-1.152,-1.140
117.3333,65.30,84.5,0.9900,-1.157,-1.146
117.5000,65.45,85.2,0.9900,-1.150,-1.139
117.6667,64.73,85.0,0.9900,-1.151,-1.139
117.8333,65.90,84.3,0.9900,-1.151,-1.139
118.0000,64.42,83.9,0.9900,-1.152,-1.141
118.1667,64.49,85.0,0.9900,-1.153,-1.142
118.3333,64.92,84.7,0.9900,-1.150,-1.139
118.5000,64.73,84.8,0.9900,-1.155,-1.143
118.6667,65.00,85.1,0.9900,-1.152,-1.140
118.8333,64.90,85.9,0.9900,-1.148,-1.137
119.0000,64.92,84.7,0.9900,-1.153,-1.142
119.1667,65.08,85.3,0.9900,-1.151,-1.140
119.3333,65.09,84.7,0.9900,-1.152,-1.141
119.5000,65.46,85.7,0.9900,-1.155,-1.144
119.6667,65.18,85.1,0.9900,-1.148,-1.136
119.8333,64.90,84.3,0.9900,-1.153,-1.142
120.0000,65.34,85.3,0.9900,-1.152,-1.140
120.1667,64.90,85.0,0.9900,-1.153,-1.141
120.3333,64.98,84.7,0.9900,-1.154,-1.142
120.5000,64.81,85.2,0.9900,-1.154,-1.142
120.6667,64.69,85.4,0.9900,-1.155,-1.144
120.8333,64.93,85.3,0.9900,-1.152,-1.141
121.0000,64.70,84.8,0.9900,-1.153,-1.141
121.1667,64.93,85.0,0.9900,-1.155,-1.144
121.3333,65.34,84.9,0.9900,-1.149,-1.138
121.5000,64.80,85.6,0.9900,-1.150,-1.138
121.6667,65.45,85.5,0.9900,-1.152,-1.140
121.8333,65.06,84.9,0.9900,-1.150,-1.138
122.0000,64.80,85.3,0.9900,-1.152,-1.140
122.1667,64.56,84.7,0.9900,-1.152,-1.140
122.3333,64.37,85.3,0.9900,-1.151,-1.139
122.5000,65.17,85.2,0.9900,-1.153,-1.141
122.6667,64.64,85.3,0.9900,-1.153,-1.141
122.8333,65.27,85.0,0.9900,-1.151,-1.140
123.0000,65.04,84.6,0.9900,-1.152,-1.141
123.1667,65.16,85.5,0.9900,-1.154,-1.142
123.3333,65.26,85.3,0.9900,-1.153,-1.141
123.5000,65.13,84.5,0.9900,-1.152,-1.141
123.6667,65.53,84.8,0.9900,-1.155,-1.144
123.8333,64.69,84.3,0.9900,-1.156,-1.144
124.0000,65.20,84.2,0.9900,-1.154,-1.142
124.1667,65.58,85.7,0.9900,-1.151,-1.140
124.3333,64.89,84.5,0.9900,-1.153,-1.141
124.5000,65.14,84.2,0.9900,-1.150,-1.138
124.6667,64.71,84.3,0.9900,-1.156,-1.145
124.8333,65.06,84.6,0.9900,-1.150,-1.138
125.0000,65.02,84.7,0.9900,-1.154,-1.142
125.1667,64.99,84.8,0.9900,-1.153,-1.142
125.3333,65.23,84.7,0.9900,-1.151,-1.139
125.5000,65.18,85.0,0.9900,-1.151,-1.140
125.6667,64.96,86.1,0.9900,-1.154,-1.142
125.8333,64.92,84.7,0.9900,-1.153,-1.142
126.0000,65.24,84.9,0.9900,-1.154,-1.142
126.1667,64.59,85.8,0.9900,-1.154,-1.143
126.3333,65.05,84.5,0.9900,-1.152,-1.140
126.5000,65.13,85.6,0.9900,-1.151,-1.140
126.6667,65.29,84.9,0.9900,-1.157,-1.145
126.8333,65.23,86.3,0.9900,-1.156,-1.145
127.0000,65.45,85.3,0.9900,-1.157,-1.146
127.1667,65.48,84.9,0.9900,-1.155,-1.143
127.3333,64.78,85.7,0.9900,-1.154,-1.142
127.5000,64.67,84.3,0.9900,-1.151,-1.140
127.6667,65.25,85.0,0.9900,-1.151,-1.140
127.8333,65.20,84.5,0.9900,-1.148,-1.136
128.0000,64.94,84.8,0.9900,-1.151,-1.140
128.1667,64.99,84.8,0.9900,-1.153,-1.141
128.3333,64.76,84.8,0.9900,-1.155,-1.144
128.5000,65.52,83.8,0.9900,-1.152,-1.140
128.6667,64.73,84.6,0.9900,-1.150,-1.138
128.8333,65.62,86.0,0.9900,-1.150,-1.139
129.0000,65.01,84.6,0.9900,-1.155,-1.144
129.1667,65.04,84.7,0.9900,-1.153,-1.141
129.3333,65.43,84.6,0.9900,-1.155,-1.143
129.5000,64.55,85.7,0.9900,-1.156,-1.144
129.6667,64.49,85.5,0.9900,-1.151,-1.140
129.8333,64.61,85.2,0.9900,-1.150,-1.139
130.0000,65.14,85.2,0.9900,-1.155,-1.143
130.1667,65.03,84.6,0.9900,-1.152,-1.141
130.3333,64.43,85.5,0.9900,-1.154,-1.143
130.5000,65.02,85.0,0.9900,-1.148,-1.137
130.6667,65.03,85.3,0.9900,-1.155,-1.144
130.8333,64.82,84.3,0.9900,-1.153,-1.141
131.0000,64.89,84.9,0.9900,-1.154,-1.142
131.1667,64.89,85.3,0.9900,-1.157,-1.145
131.3333,65.28,85.8,0.9900,-1.151,-1.139
131.5000,64.77,85.1,0.9900,-1.151,-1.140
131.6667,65.56,84.7,0.9900,-1.157,-1.146
131.8333,65.35,84.6,0.9900,-1.150,-1.138
132.0000,64.87,84.6,0.9900,-1.152,-1.141
132.1667,65.25,84.7,0.9900,-1.154,-1.142
132.3333,65.41,85.5,0.9900,-1.154,-1.143
132.5000,65.14,85.0,0.9900,-1.153,-1.141
132.6667,65.04,84.7,0.9900,-1.153,-1.141
132.8333,65.16,84.9,0.9900,-1.152,-1.140
133.0000,65.06,85.8,0.9900,-1.153,-1.141
133.1667,64.32,85.4,0.9900,-1.156,-1.144
133.3333,65.06,85.8,0.9900,-1.154,-1.143
133.5000,65.17,85.5,0.9900,-1.155,-1.143
133.6667,64.77,85.1,0.9900,-1.152,-1.141
133.8333,64.85,85.0,0.9900,-1.151,-1.140
134.0000,65.48,84.8,0.9900,-1.157,-1.145
134.1667,64.75,85.1,0.9900,-1.154,-1.142
134.3333,65.26,84.9,0.9900,-1.152,-1.141
134.5000,65.08,86.4,0.9900,-1.155,-1.144
134.6667,65.11,85.3,0.9900,-1.154,-1.142
134.8333,65.45,85.8,0.9900,-1.154,-1.142
135.0000,65.31,85.1,0.9900,-1.154,-1.143
135.1667,65.47,84.7,0.9900,-1.155,-1.144
135.3333,65.07,84.8,0.9900,-1.153,-1.141
135.5000,65.40,85.4,0.9900,-1.156,-1.145
135.6667,64.96,85.2,0.9900,-1.155,-1.143
135.8333,65.78,84.6,0.9900,-1.156,-1.145
136.0000,64.58,84.6,0.9900,-1.156,-1.144
136.1667,65.44,84.8,0.9900,-1.155,-1.143
136.3333,65.51,84.9,0.9900,-1.154,-1.142
136.5000,65.35,85.2,0.9900,-1.152,-1.141
136.6667,64.98,85.0,0.9900,-1.153,-1.141
136.8333,65.54,85.9,0.9900,-1.153,-1.142
137.0000,64.74,85.7,0.9900,-1.152,-1.141
137.1667,65.26,85.0,0.9900,-1.154,-1.143
137.3333,64.67,85.3,0.9900,-1.150,-1.139
137.5000,65.43,84.5,0.9900,-1.152,-1.140
137.6667,65.09,84.7,0.9900,-1.153,-1.141
137.8333,64.54,86.7,0.9900,-1.155,-1.143
138.0000,64.68,85.9,0.9900,-1.157,-1.145
138.1667,64.93,84.7,0.9900,-1.154,-1.143
138.3333,65.35,85.3,0.9900,-1.156,-1.144
138.5000,65.15,84.7,0.9900,-1.152,-1.141
138.6667,65.70,85.0,0.9900,-1.157,-1.146
138.8333,64.74,84.9,0.9900,-1.155,-1.143
139.0000,64.62,85.9,0.9900,-1.156,-1.144
139.1667,64.59,85.7,0.9900,-1.155,-1.143
139.3333,65.20,84.9,0.9900,-1.154,-1.142
139.5000,64.94,85.4,0.9900,-1.156,-1.144
139.6667,64.90,84.5,0.9900,-1.150,-1.139
139.8333,64.78,85.7,0.9900,-1.152,-1.140
140.0000,64.84,84.8,0.9900,-1.153,-1.142
140.1667,65.11,84.4,0.9900,-1.155,-1.143
140.3333,65.09,84.4,0.9900,-1.155,-1.144
140.5000,64.65,83.4,0.9900,-1.152,-1.140
140.6667,65.16,85.0,0.9900,-1.155,-1.143
140.8333,65.27,84.1,0.9900,-1.157,-1.146
141.0000,65.13,85.7,0.9900,-1.156,-1.144
141.1667,65.36,84.8,0.9900,-1.157,-1.145
141.3333,64.89,84.9,0.9900,-1.158,-1.146
141.5000,65.13,85.5,0.9900,-1.154,-1.142
141.6667,64.93,84.9,0.9900,-1.154,-1.143
141.8333,64.81,86.4,0.9900,-1.155,-1.144
142.0000,64.62,85.0,0.9900,-1.151,-1.140
142.1667,65.17,85.5,0.9900,-1.154,-1.143
142.3333,64.80,84.4,0.9900,-1.155,-1.144
142.5000,65.01,85.7,0.9900,-1.156,-1.145
142.6667,65.03,86.4,0.9900,-1.155,-1.144
142.8333,65.24,84.5,0.9900,-1.157,-1.146
143.0000,65.19,84.7,0.9900,-1.154,-1.142
143.1667,64.77,85.1,0.9900,-1.158,-1.146
143.3333,65.12,86.1,0.9900,-1.154,-1.143
143.5000,64.80,84.4,0.9900,-1.152,-1.141
143.6667,64.85,85.0,0.9900,-1.153,-1.141
143.8333,64.55,85.2,0.9900,-1.151,-1.139
144.0000,64.80,84.2,0.9900,-1.153,-1.141
144.1667,65.01,85.6,0.9900,-1.154,-1.143
144.3333,64.67,85.4,0.9900,-1.156,-1.144
144.5000,65.01,85.0,0.9900,-1.152,-1.141
144.6667,65.28,84.4,0.9900,-1.152,-1.141
144.8333,64.77,84.8,0.9900,-1.156,-1.144
145.0000,64.90,84.9,0.9900,-1.152,-1.141
145.1667,65.25,85.1,0.9900,-1.153,-1.141
145.3333,65.53,84.6,0.9900,-1.155,-1.143
145.5000,65.05,85.3,0.9900,-1.151,-1.140
145.6667,65.00,85.8,0.9900,-1.160,-1.148
145.8333,64.36,84.5,0.9900,-1.149,-1.138
146.0000,64.60,84.6,0.9900,-1.156,-1.144
146.1667,64.72,84.7,0.9900,-1.152,-1.141
146.3333,65.14,84.1,0.9900,-1.154,-1.143
146.5000,64.87,84.5,0.9900,-1.155,-1.143
146.6667,64.91,84.8,0.9900,-1.153,-1.142
146.8333,65.06,85.1,0.9900,-1.152,-1.140
147.0000,64.86,85.6,0.9900,-1.155,-1.144
147.1667,64.79,84.6,0.9900,-1.156,-1.145
147.3333,64.82,85.2,0.9900,-1.157,-1.145
147.5000,65.21,84.3,0.9900,-1.155,-1.143
147.6667,64.51,84.5,0.9900,-1.154,-1.143
147.8333,64.90,85.6,0.9900,-1.153,-1.141
148.0000,65.48,85.2,0.9900,-1.155,-1.143
148.1667,64.77,84.4,0.9900,-1.154,-1.142
148.3333,64.86,85.5,0.9900,-1.152,-1.141
148.5000,64.62,85.1,0.9900,-1.154,-1.143
148.6667,64.40,85.1,0.9900,-1.158,-1.146
148.8333,65.01,85.0,0.9900,-1.154,-1.143
149.0000,64.83,85.3,0.9900,-1.155,-1.144
149.1667,65.15,86.3,0.9900,-1.154,-1.143
149.3333,65.06,85.6,0.9900,-1.154,-1.142
149.5000,64.98,84.5,0.9900,-1.153,-1.142
149.6667,65.07,84.7,0.9900,-1.155,-1.144
149.8333,65.27,84.2,0.9900,-1.155,-1.143
150.0000,65.54,86.4,0.9900,-1.152,-1.141
150.1667,65.31,85.6,0.9900,-1.155,-1.143
150.3333,64.89,85.5,0.9900,-1.153,-1.142
150.5000,65.28,85.4,0.9900,-1.153,-1.141
150.6667,64.92,85.1,0.9900,-1.155,-1.143
150.8333,65.27,83.6,0.9900,-1.155,-1.144
151.0000,65.26,84.9,0.9900,-1.153,-1.142
151.1667,64.95,84.9,0.9900,-1.152,-1.140
151.3333,65.23,85.0,0.9900,-1.157,-1.146
151.5000,64.92,84.8,0.9900,-1.150,-1.139
151.6667,64.24,86.2,0.9900,-1.152,-1.141
151.8333,64.64,84.3,0.9900,-1.155,-1.143
152.0000,64.95,83.6,0.9900,-1.154,-1.142
152.1667,64.74,84.9,0.9900,-1.153,-1.142
152.3333,64.89,84.7,0.9900,-1.154,-1.142
152.5000,65.07,85.3,0.9900,-1.159,-1.147
152.6667,65.17,84.3,0.9900,-1.152,-1.141
152.8333,64.88,84.3,0.9900,-1.153,-1.141
153.0000,65.24,84.8,0.9900,-1.156,-1.145
153.1667,64.55,85.1,0.9900,-1.153,-1.142
153.3333,65.29,85.2,0.9900,-1.155,-1.143
153.5000,65.36,84.9,0.9900,-1.157,-1.145
153.6667,64.80,85.7,0.9900,-1.156,-1.145
153.8333,65.17,84.8,0.9900,-1.155,-1.143
154.0000,65.27,84.5,0.9900,-1.160,-1.148
154.1667,65.24,84.5,0.9900,-1.155,-1.143
154.3333,64.75,85.4,0.9900,-1.155,-1.143
154.5000,64.64,84.6,0.9900,-1.159,-1.148
154.6667,65.48,84.1,0.9900,-1.155,-1.143
154.8333,64.85,85.6,0.9900,-1.155,-1.143
155.0000,64.69,85.4,0.9900,-1.152,-1.141
155.1667,64.55,85.5,0.9900,-1.156,-1.144
155.3333,64.56,84.9,0.9900,-1.153,-1.141
155.5000,64.92,85.0,0.9900,-1.156,-1.145
155.6667,65.50,84.9,0.9900,-1.155,-1.143
155.8333,64.88,85.3,0.9900,-1.152,-1.140
156.0000,64.75,86.1,0.9900,-1.156,-1.144
156.1667,65.27,85.1,0.9900,-1.155,-1.143
156.3333,65.36,85.3,0.9900,-1.153,-1.141
156.5000,65.35,84.6,0.9900,-1.151,-1.139
156.6667,65.21,85.4,0.9900,-1.154,-1.142
156.8333,65.28,85.0,0.9900,-1.153,-1.141
157.0000,65.17,85.9,0.9900,-1.153,-1.142
157.1667,64.59,85.1,0.9900,-1.154,-1.143
157.3333,64.83,85.5,0.9900,-1.155,-1.144
157.5000,64.89,85.7,0.9900,-1.156,-1.145
157.6667,65.08,84.6,0.9900,-1.152,-1.141
157.8333,65.40,85.5,0.9900,-1.158,-1.146
158.0000,64.77,84.4,0.9900,-1.155,-1.144
158.1667,64.95,85.5,0.9900,-1.155,-1.144
158.3333,65.22,85.5,0.9900,-1.157,-1.146
158.5000,65.47,86.1,0.9900,-1.154,-1.142
158.6667,65.27,84.5,0.9900,-1.158,-1.147
158.8333,64.60,84.9,0.9900,-1.154,-1.143
159.0000,65.12,85.8,0.9900,-1.153,-1.142
159.1667,64.87,85.0,0.9900,-1.157,-1.145
159.3333,65.71,85.0,0.9900,-1.154,-1.142
159.5000,64.75,84.7,0.9900,-1.157,-1.145
159.6667,65.18,84.6,0.9900,-1.157,-1.146
159.8333,64.39,84.2,0.9900,-1.154,-1.143
160.0000,65.50,84.4,0.9900,-1.154,-1.143
160.1667,65.10,85.1,0.9900,-1.158,-1.146
160.3333,65.05,84.9,0.9900,-1.158,-1.146
160.5000,65.32,85.1,0.9900,-1.155,-1.144
160.6667,65.26,85.1,0.9900,-1.156,-1.144
160.8333,65.36,84.5,0.9900,-1.157,-1.145
161.0000,65.34,84.8,0.9900,-1.157,-1.145
161.1667,64.57,85.5,0.9900,-1.157,-1.145
161.3333,65.28,84.6,0.9900,-1.157,-1.146
161.5000,65.09,85.3,0.9900,-1.153,-1.141
161.6667,64.41,85.0,0.9900,-1.153,-1.142
161.8333,65.44,85.0,0.9900,-1.156,-1.145
162.0000,65.47,84.4,0.9900,-1.154,-1.143
162.1667,64.98,84.2,0.9900,-1.157,-1.145
162.3333,65.15,84.6,0.9900,-1.156,-1.144
162.5000,65.09,85.1,0.9900,-1.156,-1.144
162.6667,64.38,84.6,0.9900,-1.159,-1.148
162.8333,64.53,85.8,0.9900,-1.156,-1.145
163.0000,65.31,85.2,0.9900,-1.159,-1.147
163.1667,65.14,84.7,0.9900,-1.155,-1.144
163.3333,65.30,85.7,0.9900,-1.158,-1.147
163.5000,64.93,84.7,0.9900,-1.157,-1.146
163.6667,64.96,85.4,0.9900,-1.156,-1.144
163.8333,64.99,85.1,0.9900,-1.155,-1.144
164.0000,64.86,85.2,0.9900,-1.158,-1.146
164.1667,64.66,84.8,0.9900,-1.159,-1.147
164.3333,64.98,85.1,0.9900,-1.155,-1.144
164.5000,64.46,85.2,0.9900,-1.152,-1.141
164.6667,65.20,84.6,0.9900,-1.155,-1.143
164.8333,65.08,84.9,0.9900,-1.157,-1.146
165.0000,64.91,84.8,0.9900,-1.158,-1.146
165.1667,64.55,85.5,0.9900,-1.155,-1.144
165.3333,65.30,85.3,0.9900,-1.159,-1.148
165.5000,65.40,85.0,0.9900,-1.158,-1.146
