time (h),temperature (°C),relative_humidity (%),voltage (V),current_density (mA/cm^2),power_density (mW/cm^2)
82.6667,64.88,43.3,0.9900,-1.147,-1.136
82.8333,65.60,40.7,0.9900,-1.150,-1.139
83.0000,65.34,42.1,0.9900,-1.146,-1.134
83.1667,65.00,43.3,0.9900,-1.149,-1.137
83.3333,65.15,41.1,0.9900,-1.149,-1.138
83.5000,64.99,43.1,0.9900,-1.146,-1.135
83.6667,65.29,42.9,0.9900,-1.148,-1.136
83.8333,64.93,42.6,0.9900,-1.147,-1.136
84.0000,65.15,43.7,0.9900,-1.146,-1.135
84.1667,65.01,45.0,0.9900,-1.144,-1.132
84.3333,65.28,44.2,0.9900,-1.149,-1.137
84.5000,65.12,45.4,0.9900,-1.150,-1.139
84.6667,64.68,43.4,0.9900,-1.148,-1.137
84.8333,64.91,44.0,0.9900,-1.146,-1.135
85.0000,64.69,42.7,0.9900,-1.148,-1.137
85.1667,64.90,44.6,0.9900,-1.148,-1.137
85.3333,65.17,45.4,0.9900,-1.151,-1.140
85.5000,65.08,45.2,0.9900,-1.146,-1.135
85.6667,64.99,44.2,0.9900,-1.147,-1.136
85.8333,64.90,46.2,0.9900,-1.148,-1.136
86.0000,64.88,45.2,0.9900,-1.148,-1.137
86.1667,65.06,46.2,0.9900,-1.146,-1.135
86.3333,64.98,45.9,0.9900,-1.146,-1.135
86.5000,65.40,46.4,0.9900,-1.150,-1.138
86.6667,65.10,46.3,0.9900,-1.147,-1.136
86.8333,65.41,46.0,0.9900,-1.147,-1.136
87.0000,65.42,47.4,0.9900,-1.148,-1.136
87.1667,64.70,45.9,0.9900,-1.151,-1.140
87.3333,65.31,46.7,0.9900,-1.148,-1.136
87.5000,64.94,48.0,0.9900,-1.146,-1.134
87.6667,64.71,46.3,0.9900,-1.148,-1.136
87.8333,64.67,47.2,0.9900,-1.145,-1.133
88.0000,65.18,48.1,0.9900,-1.147,-1.136
88.1667,65.08,46.9,0.9900,-1.149,-1.138
88.3333,65.45,48.7,0.9900,-1.148,-1.136
88.5000,65.09,48.5,0.9900,-1.149,-1.138
88.6667,65.12,48.2,0.9900,-1.146,-1.135
88.8333,65.53,48.2,0.9900,-1.151,-1.140
89.0000,64.59,48.9,0.9900,-1.148,-1.136
89.1667,65.09,49.1,0.9900,-1.148,-1.136
89.3333,65.26,47.3,0.9900,-1.148,-1.136
89.5000,65.15,49.1,0.9900,-1.151,-1.140
89.6667,64.91,47.9,0.9900,-1.149,-1.137
89.8333,64.77,48.0,0.9900,-1.149,-1.138
90.0000,64.71,49.7,0.9900,-1.149,-1.137
90.1667,64.74,48.7,0.9900,-1.146,-1.135
90.3333,65.17,47.8,0.9900,-1.149,-1.137
90.5000,65.15,46.4,0.9900,-1.147,-1.135
90.6667,65.03,48.0,0.9900,-1.145,-1.133
90.8333,64.65,47.1,0.9900,-1.152,-1.140
91.0000,64.73,47.8,0.9900,-1.148,-1.136
91.1667,64.75,46.8,0.9900,-1.147,-1.136
91.3333,65.49,48.7,0.9900,-1.149,-1.137
91.5000,64.96,47.9,0.9900,-1.147,-1.136
91.6667,64.97,48.5,0.9900,-1.149,-1.138
91.8333,65.03,48.1,0.9900,-1.151,-1.139
92.0000,64.50,48.0,0.9900,-1.149,-1.138
92.1667,64.58,46.7,0.9900,-1.150,-1.139
92.3333,64.95,46.5,0.9900,-1.145,-1.133
92.5000,64.75,45.6,0.9900,-1.148,-1.136
92.6667,64.69,46.5,0.9900,-1.143,-1.132
92.8333,64.65,45.6,0.9900,-1.146,-1.134
93.0000,65.54,46.2,0.9900,-1.154,-1.142
93.1667,65.19,45.0,0.9900,-1.145,-1.134
93.3333,65.08,46.0,0.9900,-1.148,-1.137
93.5000,64.25,45.5,0.9900,-1.148,-1.137
93.6667,65.11,45.0,0.9900,-1.150,-1.139
93.8333,65.27,45.1,0.9900,-1.148,-1.136
94.0000,65.05,44.3,0.9900,-1.149,-1.138
94.1667,65.21,44.2,0.9900,-1.148,-1.137
94.3333,65.16,44.8,0.9900,-1.146,-1.135
94.5000,64.91,43.6,0.9900,-1.148,-1.136
94.6667,65.01,41.8,0.9900,-1.149,-1.137
94.8333,65.07,43.4,0.9900,-1.150,-1.139
95.0000,65.12,43.4,0.9900,-1.149,-1.138
95.1667,65.15,44.0,0.9900,-1.146,-1.135
95.3333,64.95,42.3,0.9900,-1.145,-1.133
95.5000,64.59,43.8,0.9900,-1.153,-1.142
95.6667,65.06,42.4,0.9900,-1.149,-1.138
95.8333,64.52,41.9,0.9900,-1.148,-1.136
96.0000,64.69,41.8,0.9900,-1.148,-1.136
96.1667,65.54,41.7,0.9900,-1.152,-1.141
96.3333,64.72,42.5,0.9900,-1.147,-1.136
96.5000,65.53,41.1,0.9900,-1.147,-1.135
96.6667,64.92,42.9,0.9900,-1.151,-1.139
96.8333,65.19,40.5,0.9900,-1.145,-1.134
97.0000,65.83,40.5,0.9900,-1.150,-1.139
97.1667,64.78,39.8,0.9900,-1.151,-1.139
97.3333,64.34,39.5,0.9900,-1.150,-1.138
97.5000,64.57,40.1,0.9900,-1.145,-1.133
97.6667,64.84,38.8,0.9900,-1.150,-1.139
97.8333,65.18,38.9,0.9900,-1.150,-1.138
98.0000,64.41,39.2,0.9900,-1.147,-1.136
98.1667,64.42,38.5,0.9900,-1.150,-1.138
98.3333,65.08,38.7,0.9900,-1.149,-1.138
98.5000,65.29,38.9,0.9900,-1.145,-1.134
98.6667,64.62,37.9,0.9900,-1.145,-1.134
98.8333,65.09,37.4,0.9900,-1.147,-1.135
99.0000,65.00,38.6,0.9900,-1.149,-1.137
99.1667,65.87,37.7,0.9900,-1.149,-1.137
99.3333,65.14,35.8,0.9900,-1.148,-1.136
99.5000,64.85,36.6,0.9900,-1.146,-1.135
99.6667,64.82,37.1,0.9900,-1.149,-1.137
99.8333,64.87,37.2,0.9900,-1.151,-1.139
100.0000,65.06,36.8,0.9900,-1.149,-1.138
100.1667,65.27,37.0,0.9900,-1.148,-1.136
100.3333,64.53,36.6,0.9900,-1.150,-1.138
100.5000,64.98,36.4,0.9900,-1.147,-1.135
100.6667,64.87,37.6,0.9900,-1.152,-1.140
100.8333,65.07,35.8,0.9900,-1.152,-1.140
101.0000,64.35,35.1,0.9900,-1.147,-1.135
101.1667,65.17,35.6,0.9900,-1.146,-1.134
101.3333,65.27,35.7,0.9900,-1.149,-1.138
101.5000,64.87,36.0,0.9900,-1.150,-1.138
101.6667,65.15,36.4,0.9900,-1.145,-1.134
101.8333,65.19,36.4,0.9900,-1.148,-1.136
102.0000,64.97,35.9,0.9900,-1.149,-1.138
102.1667,64.64,36.2,0.9900,-1.153,-1.142
102.3333,65.33,35.5,0.9900,-1.150,-1.138
102.5000,64.97,37.2,0.9900,-1.150,-1.139
102.6667,64.45,35.3,0.9900,-1.151,-1.139
102.8333,65.27,37.3,0.9900,-1.151,-1.140
103.0000,65.46,34.9,0.9900,-1.153,-1.141
103.1667,65.30,36.4,0.9900,-1.148,-1.137
103.3333,64.77,35.2,0.9900,-1.151,-1.140
103.5000,65.10,36.2,0.9900,-1.150,-1.139
103.6667,65.00,35.2,0.9900,-1.152,-1.141
103.8333,64.97,34.5,0.9900,-1.148,-1.136
104.0000,64.51,37.5,0.9900,-1.147,-1.136
104.1667,64.87,37.8,0.9900,-1.148,-1.137
104.3333,65.29,35.3,0.9900,-1.151,-1.139
104.5000,65.02,36.5,0.9900,-1.150,-1.138
104.6667,64.93,34.6,0.9900,-1.151,-1.140
104.8333,64.80,36.8,0.9900,-1.148,-1.137
105.0000,64.92,35.2,0.9900,-1.149,-1.137
105.1667,64.84,37.1,0.9900,-1.150,-1.139
105.3333,65.21,38.1,0.9900,-1.154,-1.142
105.5000,65.11,37.1,0.9900,-1.149,-1.137
105.6667,64.92,35.9,0.9900,-1.145,-1.133
105.8333,64.67,37.2,0.9900,-1.149,-1.138
106.0000,65.16,37.6,0.9900,-1.150,-1.139
106.1667,65.23,36.1,0.9900,-1.150,-1.138
106.3333,65.05,38.0,0.9900,-1.150,-1.139
106.5000,65.42,38.2,0.9900,-1.149,-1.138
106.6667,65.07,38.6,0.9900,-1.150,-1.139
106.8333,65.30,39.0,0.9900,-1.149,-1.138
107.0000,65.52,39.0,0.9900,-1.149,-1.138
107.1667,64.85,38.8,0.9900,-1.147,-1.136
107.3333,64.74,39.1,0.9900,-1.149,-1.137
107.5000,65.12,37.7,0.9900,-1.151,-1.140
107.6667,64.76,40.1,0.9900,-1.149,-1.138
107.8333,65.12,41.2,0.9900,-1.149,-1.137
108.0000,65.26,39.3,0.9900,-1.150,-1.138
108.1667,64.54,40.4,0.9900,-1.147,-1.136
108.3333,64.43,39.9,0.9900,-1.145,-1.133
108.5000,65.40,40.3,0.9900,-1.150,-1.138
108.6667,64.55,39.6,0.9900,-1.152,-1.141
108.8333,64.80,40.9,0.9900,-1.146,-1.135
109.0000,64.24,39.7,0.9900,-1.149,-1.138
109.1667,65.07,40.8,0.9900,-1.152,-1.141
109.3333,65.09,40.3,0.9900,-1.153,-1.142
109.5000,65.23,39.9,0.9900,-1.150,-1.139
109.6667,64.58,42.1,0.9900,-1.151,-1.139
109.8333,64.78,40.8,0.9900,-1.153,-1.141
110.0000,64.58,41.7,0.9900,-1.150,-1.139
110.1667,64.64,41.6,0.9900,-1.149,-1.137
110.3333,65.19,41.9,0.9900,-1.148,-1.137
110.5000,65.20,42.2,0.9900,-1.150,-1.138
110.6667,64.69,41.9,0.9900,-1.152,-1.141
110.8333,65.39,40.7,0.9900,-1.147,-1.136
111.0000,65.09,41.6,0.9900,-1.151,-1.139
111.1667,65.04,42.4,0.9900,-1.151,-1.140
111.3333,64.57,41.5,0.9900,-1.152,-1.140
111.5000,64.96,41.4,0.9900,-1.149,-1.138
111.6667,64.87,43.1,0.9900,-1.149,-1.138
111.8333,64.87,42.9,0.9900,-1.149,-1.138
112.0000,65.09,42.9,0.9900,-1.147,-1.135
112.1667,65.32,43.2,0.9900,-1.153,-1.142
112.3333,65.08,42.1,0.9900,-1.150,-1.139
112.5000,64.68,44.4,0.9900,-1.151,-1.139
112.6667,64.88,41.9,0.9900,-1.148,-1.137
112.8333,64.67,42.7,0.9900,-1.150,-1.138
113.0000,65.34,43.1,0.9900,-1.150,-1.139
113.1667,65.05,42.0,0.9900,-1.152,-1.140
113.3333,64.82,43.2,0.9900,-1.150,-1.138
113.5000,64.83,42.8,0.9900,-1.150,-1.139
113.6667,64.83,42.2,0.9900,-1.151,-1.140
113.8333,65.04,42.9,0.9900,-1.154,-1.142
114.0000,64.71,44.2,0.9900,-1.148,-1.136
114.1667,64.82,43.0,0.9900,-1.150,-1.138
114.3333,64.49,41.6,0.9900,-1.148,-1.136
114.5000,65.06,41.6,0.9900,-1.152,-1.140
114.6667,64.45,42.3,0.9900,-1.149,-1.137
114.8333,65.36,42.0,0.9900,-1.149,-1.138
115.0000,64.85,43.0,0.9900,-1.149,-1.138
115.1667,65.24,41.2,0.9900,-1.148,-1.137
115.3333,64.58,42.5,0.9900,-1.150,-1.138
115.5000,65.01,40.7,0.9900,-1.149,-1.138
115.6667,64.91,42.6,0.9900,-1.151,-1.140
115.8333,65.00,43.9,0.9900,-1.148,-1.137
116.0000,64.85,41.0,0.9900,-1.150,-1.139
116.1667,64.80,41.3,0.9900,-1.148,-1.136
116.3333,65.00,40.5,0.9900,-1.149,-1.137
116.5000,65.02,41.9,0.9900,-1.144,-1.133
116.6667,64.94,41.7,0.9900,-1.152,-1.141
116.8333,64.97,40.3,0.9900,-1.153,-1.142
117.0000,65.24,39.6,0.9900,-1.151,-1.140
117.1667,65.16,41.5,0.9900,-1.152,-1.141
117.3333,65.04,38.1,0.9900,-1.149,-1.137
117.5000,64.96,39.7,0.9900,-1.150,-1.138
117.6667,64.92,41.3,0.9900,-1.151,-1.140
117.8333,65.31,40.5,0.9900,-1.151,-1.139
118.0000,65.01,39.4,0.9900,-1.156,-1.144
118.1667,65.14,39.5,0.9900,-1.156,-1.144
118.3333,64.77,40.4,0.9900,-1.149,-1.137
118.5000,65.08,38.1,0.9900,-1.151,-1.140
118.6667,64.72,38.6,0.9900,-1.151,-1.139
118.8333,64.96,38.8,0.9900,-1.150,-1.138
119.0000,64.62,37.5,0.9900,-1.146,-1.135
119.1667,65.49,37.5,0.9900,-1.152,-1.140
119.3333,65.04,38.2,0.9900,-1.148,-1.137
119.5000,65.00,37.8,0.9900,-1.148,-1.136
119.6667,65.46,37.5,0.9900,-1.149,-1.138
119.8333,65.57,36.9,0.9900,-1.153,-1.142
120.0000,64.20,37.0,0.9900,-1.150,-1.138
120.1667,64.89,36.2,0.9900,-1.151,-1.140
120.3333,65.22,37.1,0.9900,-1.147,-1.136
120.5000,65.12,35.2,0.9900,-1.149,-1.137
120.6667,64.55,37.5,0.9900,-1.148,-1.137
120.8333,64.62,35.6,0.9900,-1.151,-1.139
121.0000,65.80,37.2,0.9900,-1.152,-1.141
121.1667,65.38,35.4,0.9900,-1.146,-1.135
121.3333,65.31,35.9,0.9900,-1.154,-1.142
121.5000,64.61,34.3,0.9900,-1.151,-1.139
121.6667,65.28,34.0,0.9900,-1.150,-1.139
121.8333,64.92,33.2,0.9900,-1.147,-1.135
122.0000,64.40,34.2,0.9900,-1.149,-1.137
122.1667,65.46,34.3,0.9900,-1.149,-1.138
122.3333,64.61,32.8,0.9900,-1.152,-1.140
122.5000,65.30,34.6,0.9900,-1.146,-1.135
122.6667,64.97,34.3,0.9900,-1.150,-1.139
122.8333,64.95,33.7,0.9900,-1.150,-1.138
123.0000,65.30,33.3,0.9900,-1.147,-1.136
123.1667,65.40,33.9,0.9900,-1.150,-1.139
123.3333,65.24,33.4,0.9900,-1.149,-1.138
123.5000,64.80,31.7,0.9900,-1.150,-1.139
123.6667,64.46,33.1,0.9900,-1.150,-1.138
123.8333,65.02,33.2,0.9900,-1.150,-1.139
124.0000,65.19,32.0,0.9900,-1.152,-1.140
124.1667,65.35,32.3,0.9900,-1.152,-1.141
124.3333,64.60,33.0,0.9900,-1.149,-1.138
124.5000,64.59,34.1,0.9900,-1.149,-1.138
124.6667,65.24,32.3,0.9900,-1.151,-1.140
124.8333,65.08,32.7,0.9900,-1.152,-1.141
125.0000,65.05,30.8,0.9900,-1.150,-1.139
125.1667,65.19,32.2,0.9900,-1.147,-1.136
125.3333,64.56,32.8,0.9900,-1.149,-1.138
125.5000,65.32,31.4,0.9900,-1.153,-1.141
125.6667,64.76,32.7,0.9900,-1.150,-1.138
125.8333,65.50,32.0,0.9900,-1.150,-1.139
126.0000,64.74,32.8,0.9900,-1.149,-1.137
126.1667,64.36,32.4,0.9900,-1.152,-1.140
126.3333,64.73,31.7,0.9900,-1.151,-1.140
126.5000,64.99,33.0,0.9900,-1.151,-1.140
126.6667,64.65,32.8,0.9900,-1.151,-1.139
126.8333,65.14,33.6,0.9900,-1.150,-1.138
127.0000,65.02,31.0,0.9900,-1.148,-1.136
127.1667,65.32,32.3,0.9900,-1.147,-1.136
127.3333,65.17,32.5,0.9900,-1.152,-1.141
127.5000,65.02,32.6,0.9900,-1.150,-1.139
127.6667,64.67,34.4,0.9900,-1.153,-1.142
127.8333,65.10,32.3,0.9900,-1.148,-1.136
128.0000,64.72,32.0,0.9900,-1.149,-1.138
128.1667,65.76,33.7,0.9900,-1.153,-1.141
128.3333,64.59,32.9,0.9900,-1.149,-1.138
128.5000,65.03,33.9,0.9900,-1.153,-1.141
128.6667,65.00,33.8,0.9900,-1.150,-1.139
128.8333,65.44,33.6,0.9900,-1.151,-1.140
129.0000,64.94,33.6,0.9900,-1.151,-1.140
129.1667,64.74,34.1,0.9900,-1.148,-1.136
129.3333,64.81,35.8,0.9900,-1.152,-1.141
129.5000,64.91,35.0,0.9900,-1.151,-1.139
129.6667,64.47,33.7,0.9900,-1.150,-1.139
129.8333,64.86,34.8,0.9900,-1.150,-1.139
130.0000,65.19,35.6,0.9900,-1.156,-1.144
130.1667,64.48,35.5,0.9900,-1.151,-1.139
130.3333,65.02,37.3,0.9900,-1.148,-1.137
130.5000,65.15,35.0,0.9900,-1.150,-1.139
130.6667,64.83,36.8,0.9900,-1.147,-1.135
130.8333,64.65,36.7,0.9900,-1.153,-1.142
131.0000,65.16,37.5,0.9900,-1.152,-1.141
131.1667,65.39,37.0,0.9900,-1.153,-1.141
131.3333,64.92,36.1,0.9900,-1.151,-1.139
131.5000,64.79,37.2,0.9900,-1.150,-1.139
131.6667,65.15,37.0,0.9900,-1.152,-1.141
131.8333,64.67,39.3,0.9900,-1.150,-1.139
132.0000,65.00,38.8,0.9900,-1.149,-1.138
132.1667,64.64,37.9,0.9900,-1.150,-1.138
132.3333,64.76,38.6,0.9900,-1.150,-1.138
132.5000,64.33,39.2,0.9900,-1.151,-1.139
132.6667,64.56,39.8,0.9900,-1.149,-1.138
132.8333,64.76,38.8,0.9900,-1.154,-1.142
133.0000,64.84,39.5,0.9900,-1.151,-1.140
133.1667,65.29,40.4,0.9900,-1.151,-1.140
133.3333,65.07,41.1,0.9900,-1.152,-1.141
133.5000,65.59,40.4,0.9900,-1.152,-1.140
133.6667,65.53,40.8,0.9900,-1.149,-1.138
133.8333,65.30,39.9,0.9900,-1.150,-1.139
134.0000,64.52,41.6,0.9900,-1.154,-1.142
134.1667,65.25,41.1,0.9900,-1.152,-1.140
134.3333,64.75,41.3,0.9900,-1.152,-1.141
134.5000,65.45,42.7,0.9900,-1.152,-1.141
134.6667,64.72,42.1,0.9900,-1.152,-1.141
134.8333,64.64,42.3,0.9900,-1.150,-1.138
135.0000,64.76,43.1,0.9900,-1.151,-1.139
135.1667,64.82,42.7,0.9900,-1.153,-1.141
135.3333,65.16,43.0,0.9900,-1.150,-1.139
135.5000,65.06,43.3,0.9900,-1.151,-1.140
135.6667,65.03,42.3,0.9900,-1.149,-1.138
135.8333,64.78,43.9,0.9900,-1.151,-1.139
136.0000,64.63,44.5,0.9900,-1.151,-1.140
136.1667,65.21,43.5,0.9900,-1.149,-1.138
136.3333,64.72,44.6,0.9900,-1.155,-1.144
136.5000,64.48,43.5,0.9900,-1.151,-1.140
136.6667,65.75,43.6,0.9900,-1.152,-1.140
136.8333,65.11,45.1,0.9900,-1.149,-1.138
137.0000,64.99,43.8,0.9900,-1.149,-1.137
137.1667,65.12,44.0,0.9900,-1.155,-1.144
137.3333,65.96,45.1,0.9900,-1.151,-1.140
137.5000,65.70,45.2,0.9900,-1.150,-1.138
137.6667,65.39,44.2,0.9900,-1.150,-1.139
137.8333,64.54,44.7,0.9900,-1.150,-1.138
138.0000,64.80,43.5,0.9900,-1.148,-1.136
138.1667,64.94,45.0,0.9900,-1.151,-1.140
138.3333,65.01,43.6,0.9900,-1.149,-1.137
138.5000,65.48,46.1,0.9900,-1.148,-1.137
138.6667,65.11,43.2,0.9900,-1.152,-1.140
138.8333,65.45,44.1,0.9900,-1.149,-1.137
139.0000,65.09,44.3,0.9900,-1.151,-1.140
139.1667,64.96,44.8,0.9900,-1.148,-1.137
139.3333,64.64,43.9,0.9900,-1.150,-1.139
139.5000,65.25,44.4,0.9900,-1.155,-1.143
139.6667,64.84,44.1,0.9900,-1.151,-1.140
139.8333,64.91,44.4,0.9900,-1.148,-1.137
140.0000,64.81,44.6,0.9900,-1.150,-1.138
140.1667,64.91,44.6,0.9900,-1.152,-1.140
140.3333,64.89,44.0,0.9900,-1.148,-1.136
140.5000,65.08,45.3,0.9900,-1.153,-1.141
140.6667,65.10,45.2,0.9900,-1.152,-1.140
140.8333,64.71,44.0,0.9900,-1.149,-1.137
141.0000,64.54,42.7,0.9900,-1.148,-1.137
141.1667,65.32,42.4,0.9900,-1.151,-1.139
141.3333,64.55,44.0,0.9900,-1.155,-1.144
141.5000,65.00,43.6,0.9900,-1.151,-1.139
141.6667,64.70,44.1,0.9900,-1.153,-1.141
141.8333,65.31,42.4,0.9900,-1.153,-1.142
142.0000,64.70,42.6,0.9900,-1.153,-1.142
142.1667,65.56,42.1,0.9900,-1.151,-1.139
142.3333,65.08,41.4,0.9900,-1.149,-1.137
142.5000,65.35,42.3,0.9900,-1.153,-1.142
142.6667,64.69,43.3,0.9900,-1.150,-1.139
142.8333,65.63,42.4,0.9900,-1.158,-1.146
143.0000,65.09,40.7,0.9900,-1.148,-1.137
143.1667,64.81,42.0,0.9900,-1.152,-1.140
143.3333,64.81,42.8,0.9900,-1.153,-1.141
143.5000,65.60,41.5,0.9900,-1.156,-1.145
143.6667,65.01,42.2,0.9900,-1.147,-1.135
143.8333,64.64,39.9,0.9900,-1.149,-1.137
144.0000,65.30,40.9,0.9900,-1.152,-1.141
144.1667,65.04,39.6,0.9900,-1.155,-1.143
144.3333,64.89,39.8,0.9900,-1.151,-1.139
144.5000,64.43,39.9,0.9900,-1.154,-1.142
144.6667,64.68,40.2,0.9900,-1.155,-1.144
144.8333,65.25,38.3,0.9900,-1.149,-1.138
145.0000,64.96,39.8,0.9900,-1.152,-1.141
145.1667,65.15,38.5,0.9900,-1.151,-1.139
145.3333,64.60,40.3,0.9900,-1.154,-1.142
145.5000,64.91,40.5,0.9900,-1.148,-1.137
145.6667,65.16,39.8,0.9900,-1.152,-1.140
145.8333,64.51,40.1,0.9900,-1.150,-1.138
146.0000,65.17,37.4,0.9900,-1.153,-1.141
146.1667,65.32,37.3,0.9900,-1.154,-1.143
146.3333,64.75,39.0,0.9900,-1.147,-1.136
146.5000,65.54,37.9,0.9900,-1.150,-1.138
146.6667,64.82,38.9,0.9900,-1.153,-1.141
146.8333,64.69,36.8,0.9900,-1.153,-1.141
147.0000,65.09,38.0,0.9900,-1.153,-1.141
147.1667,65.08,38.3,0.9900,-1.153,-1.142
147.3333,64.80,38.2,0.9900,-1.150,-1.139
147.5000,65.00,36.7,0.9900,-1.152,-1.140
147.6667,65.21,37.7,0.9900,-1.153,-1.142
147.8333,65.24,37.5,0.9900,-1.150,-1.138
148.0000,65.11,37.6,0.9900,-1.153,-1.141
148.1667,65.14,36.7,0.9900,-1.152,-1.140
148.3333,65.03,37.2,0.9900,-1.147,-1.136
148.5000,64.69,38.9,0.9900,-1.151,-1.140
148.6667,64.96,36.5,0.9900,-1.154,-1.142
148.8333,64.98,36.3,0.9900,-1.151,-1.140
149.0000,65.65,36.3,0.9900,-1.149,-1.137
149.1667,64.75,37.3,0.9900,-1.153,-1.141
149.3333,64.48,37.9,0.9900,-1.150,-1.138
149.5000,64.34,38.1,0.9900,-1.150,-1.139
149.6667,65.02,38.1,0.9900,-1.150,-1.139
149.8333,65.45,38.3,0.9900,-1.149,-1.138
150.0000,65.22,37.1,0.9900,-1.154,-1.142
150.1667,65.00,36.5,0.9900,-1.152,-1.140
150.3333,65.00,36.9,0.9900,-1.158,-1.146
150.5000,64.90,37.5,0.9900,-1.152,-1.140
150.6667,65.43,37.2,0.9900,-1.152,-1.141
150.8333,64.95,35.6,0.9900,-1.151,-1.139
151.0000,65.05,37.7,0.9900,-1.149,-1.138
151.1667,65.15,39.5,0.9900,-1.155,-1.144
151.3333,64.95,39.0,0.9900,-1.152,-1.140
151.5000,64.58,37.1,0.9900,-1.154,-1.142
151.6667,64.81,36.9,0.9900,-1.153,-1.141
151.8333,65.35,38.8,0.9900,-1.155,-1.143
152.0000,65.42,38.5,0.9900,-1.150,-1.138
152.1667,64.88,39.6,0.9900,-1.157,-1.145
152.3333,64.73,37.6,0.9900,-1.153,-1.142
152.5000,64.72,39.1,0.9900,-1.152,-1.141
152.6667,64.68,39.1,0.9900,-1.152,-1.140
152.8333,64.89,40.1,0.9900,-1.153,-1.142
153.0000,64.80,40.2,0.9900,-1.147,-1.136
153.1667,65.19,41.3,0.9900,-1.156,-1.144
153.3333,65.27,39.6,0.9900,-1.156,-1.145
153.5000,64.73,40.4,0.9900,-1.150,-1.139
153.6667,65.31,40.8,0.9900,-1.150,-1.139
153.8333,65.19,42.7,0.9900,-1.151,-1.140
154.0000,64.64,38.9,0.9900,-1.151,-1.139
154.1667,65.06,40.5,0.9900,-1.152,-1.141
154.3333,65.00,42.5,0.9900,-1.152,-1.141
154.5000,64.77,40.3,0.9900,-1.153,-1.142
154.6667,65.56,40.7,0.9900,-1.153,-1.142
154.8333,64.71,41.5,0.9900,-1.150,-1.138
155.0000,64.83,42.2,0.9900,-1.151,-1.139
155.1667,65.15,41.8,0.9900,-1.153,-1.141
155.3333,64.77,41.8,0.9900,-1.150,-1.139
155.5000,65.04,42.2,0.9900,-1.152,-1.141
155.6667,65.35,42.2,0.9900,-1.148,-1.137
155.8333,65.09,43.2,0.9900,-1.156,-1.144
156.0000,65.13,43.0,0.9900,-1.150,-1.138
156.1667,65.22,43.9,0.9900,-1.149,-1.138
156.3333,64.92,43.7,0.9900,-1.154,-1.142
156.5000,64.51,44.3,0.9900,-1.153,-1.142
156.6667,64.93,42.9,0.9900,-1.151,-1.140
156.8333,65.02,44.8,0.9900,-1.151,-1.140
157.0000,64.60,43.9,0.9900,-1.149,-1.137
157.1667,65.08,44.3,0.9900,-1.152,-1.141
157.3333,65.31,45.2,0.9900,-1.153,-1.141
157.5000,65.14,45.2,0.9900,-1.150,-1.138
157.6667,65.04,44.4,0.9900,-1.152,-1.141
157.8333,65.17,44.5,0.9900,-1.156,-1.144
158.0000,64.60,44.5,0.9900,-1.155,-1.143
158.1667,65.01,45.4,0.9900,-1.152,-1.140
158.3333,65.78,45.0,0.9900,-1.148,-1.137
158.5000,65.09,46.8,0.9900,-1.153,-1.142
158.6667,65.04,46.9,0.9900,-1.150,-1.139
158.8333,64.30,45.0,0.9900,-1.151,-1.139
159.0000,64.85,46.0,0.9900,-1.150,-1.139
159.1667,65.15,46.7,0.9900,-1.155,-1.143
159.3333,65.38,47.1,0.9900,-1.154,-1.142
159.5000,64.38,45.7,0.9900,-1.154,-1.143
159.6667,64.68,46.2,0.9900,-1.153,-1.141
159.8333,65.77,47.6,0.9900,-1.151,-1.140
160.0000,64.68,48.2,0.9900,-1.152,-1.140
160.1667,64.67,47.0,0.9900,-1.153,-1.142
160.3333,64.99,46.9,0.9900,-1.152,-1.140
160.5000,64.97,48.5,0.9900,-1.151,-1.139
160.6667,64.99,46.9,0.9900,-1.152,-1.141
160.8333,65.30,47.8,0.9900,-1.150,-1.139
161.0000,64.76,47.8,0.9900,-1.152,-1.140
161.1667,65.16,46.8,0.9900,-1.151,-1.140
161.3333,64.64,48.9,0.9900,-1.151,-1.140
161.5000,64.34,47.7,0.9900,-1.153,-1.142
161.6667,65.41,47.5,0.9900,-1.155,-1.143
161.8333,65.39,48.0,0.9900,-1.150,-1.139
162.0000,65.01,47.0,0.9900,-1.152,-1.141
162.1667,64.96,47.9,0.9900,-1.152,-1.141
162.3333,65.16,47.0,0.9900,-1.151,-1.140
162.5000,65.12,48.5,0.9900,-1.152,-1.141
162.6667,65.21,47.8,0.9900,-1.154,-1.142
162.8333,65.70,48.5,0.9900,-1.151,-1.140
163.0000,64.39,47.4,0.9900,-1.153,-1.142
163.1667,65.13,47.3,0.9900,-1.153,-1.142
163.3333,64.73,46.8,0.9900,-1.151,-1.139
163.5000,64.90,46.6,0.9900,-1.156,-1.145
163.6667,64.83,47.8,0.9900,-1.153,-1.141
163.8333,64.73,46.9,0.9900,-1.153,-1.141
164.0000,64.82,46.6,0.9900,-1.154,-1.142
164.1667,65.12,47.4,0.9900,-1.153,-1.142
164.3333,64.88,47.9,0.9900,-1.151,-1.140
164.5000,65.26,45.9,0.9900,-1.152,-1.140
164.6667,64.99,46.5,0.9900,-1.151,-1.140
164.8333,65.23,46.6,0.9900,-1.154,-1.142
165.0000,65.42,46.0,0.9900,-1.154,-1.142
165.1667,65.05,45.4,0.9900,-1.153,-1.141
165.3333,64.62,45.3,0.9900,-1.151,-1.140
165.5000,64.66,44.7,0.9900,-1.154,-1.142
